Food code,Food description
27450650,"The image shows the food category of shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce."
27450660,"The image shows the food category of shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce."
27450700,"The image shows the food category of fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce."
27450710,"The image shows the food category of fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce."
27450740,"The image shows the food category of fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce."
27450750,"The image shows the food category of fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce."
27450760,"The image shows the food category of fish shish kabob with vegetables, excluding potatoes."
27451010,"The image shows the food category of fried fish with sauce, Puerto Rican style. Additional details include mojo isleno; Pescado frito con mojo."
27451030,"The image shows the food category of lobster with sauce, Puerto Rican style. Additional details include langosta a la criolla."
27451060,"The image shows the food category of octopus salad, Puerto Rican style. Additional details include ensalada de pulpo."
27451070,"The image shows the food category of codfish salad, Puerto Rican style, Serenata. Additional details include oil, vinegar, onion, olives, tomatoes; Gazpacho de bacalao; Bacalao revuelto con huevos; Ensalada de bacalao."
27460010,"The image shows the food category of chow mein or chop suey, not specified subcategory as to type of meat, no noodles."
27460100,The image shows the food category of lau lau. Additional details include pork and fish wrapped in taro or spinach leaves.
27460490,"The image shows the food category of julienne salad, meat, cheese, eggs, vegetables, no dressing."
27460510,"The image shows the food category of antipasto with ham, fish, cheese, vegetables."
27460710,"The image shows the food category of livers, chicken, chopped, with eggs and onion."
27460750,"The image shows the food category of liver, beef or calves, and onions."
27462000,"The image shows the food category of stewed chitterlings, Puerto Rican style. Additional details include cuajito; Cuajo guisado."
27463000,"The image shows the food category of stewed gizzards, Puerto Rican style. Additional details include mollejitas guisadas."
27464000,"The image shows the food category of gumbo, no rice. Additional details include shellfish, pork, poultry, tomatoes, and okra."
27500050,"The image shows the food category of sandwich, not further specified subcategory assigned."
27500300,"The image shows the food category of sandwich wrap, not further specified subcategory assigned."
27500400,"The image shows the food category of barbecue sandwich, not further specified subcategory assigned. Additional details include bbq."
27510100,"The image shows the food category of sloppy joe sandwich, on white bun. Additional details include on bread or roll; not specified subcategory as to grain; Manwich."
27510105,"The image shows the food category of sloppy joe sandwich, on wheat bun. Additional details include on bread or roll; multigrain, whole grain, or whole wheat; Manwich."
27510130,"The image shows the food category of barbecue beef sandwich, on white bun. Additional details include bbq; on bread or roll; shredded or pulled; not specified subcategory as to grain."
27510135,"The image shows the food category of barbecue beef sandwich, on wheat bun. Additional details include bbq; on bread or roll; shredded or pulled; multigrain, whole grain, or whole wheat."
27510140,"The image shows the food category of cheeseburger slider, from fast food. Additional details include white Castle Cheese Slider; slider."
27510155,"The image shows the food category of cheeseburger, not further specified subcategory assigned."
27510160,"The image shows the food category of cheeseburger, from fast food, 1 small patty. Additional details include junior patty."
27510170,The image shows the food category of cheeseburger (Burger King).
27510171,The image shows the food category of whopper Jr with cheese (Burger King).
27510172,The image shows the food category of cheeseburger (McDonalds).
27510190,"The image shows the food category of cheeseburger, from school cafeteria. Additional details include school cheeseburger, nfs; any size patty, excluding miniature; plain or with condiments."
27510191,The image shows the food category of cheeseburger slider. Additional details include miniature patty.
27510195,"The image shows the food category of cheeseburger, on white bun, 1 small patty. Additional details include homemade; bun, not further specified subcategory assigned; junior patty."
27510196,"The image shows the food category of cheeseburger, on wheat bun, 1 small patty. Additional details include homemade; junior patty."
27510215,"The image shows the food category of cheeseburger, from fast food, 1 medium patty. Additional details include quarter pound patty."
27510229,The image shows the food category of quarter Pounder (McDonalds).
27510231,The image shows the food category of whopper with cheese (Burger King).
27510232,The image shows the food category of quarter Pounder with cheese (McDonalds).
27510241,"The image shows the food category of cheeseburger, on white bun, 1 medium patty. Additional details include homemade; bun, not further specified subcategory assigned; quarter pound patty."
27510242,"The image shows the food category of cheeseburger, on wheat bun, 1 medium patty. Additional details include homemade; wheat bread; quarter pound patty; any amount of cheese slices."
27510245,"The image shows the food category of cheeseburger, on white bun, 1 large patty. Additional details include on bread or roll; not specified subcategory as to grain; third pound size patty."
27510246,"The image shows the food category of cheeseburger, on wheat bun, 1 large patty. Additional details include on bread or roll; multigrain, whole grain or whole wheat; quarter pound or regular size patty."
27510254,"The image shows the food category of double cheeseburger, on white bun, 2 small patties. Additional details include on bread or roll; not specified subcategory as to grain; junior or kid's meal size patty."
